category_id	title	availability	group_type	descript	notes
505	Trail making	0	1	The participant was presented with sets of digits/letters in circles scattered around the screen and asked to click on them sequentially according to a specific algorithm. <p> This test was introduced in 2016 at the Imaging Clinics. <p> This measure was also performed online in ~L121~. <p> The OQS website includes a working demonstration of the online version of this questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=13~.	
506	Paired associate learning	0	1	In the paired associate learning test the participants were shown 12 pairs of words (for 30 seconds in total) then, after an interval (in which they did a different test), presented with the first word of 10 of these pairs and asked to select the matching second word from a choice of 4 alternatives. <br> The words were presented in the order: huge, happy, tattered, old, long, red, sulking, pretty, tiny and new.	
507	Directly measured Brain MRI	0	1	Brain MRI measures which were created directly during participant visits to UK Biobank assessment centres.	
508	UKB brain imaging pipeline	0	1	UKB brain imaging pipeline	
509	Alternative brain connectomics	0	1	Alternative brain connectomics	
517	ADHD (Attention deficit hyperactivity disorder)	0	1	ADHD (Attention deficit hyperactivity disorder) <p>Questions in ~F32226~ to ~F32234~ and ~F32244~ to ~F32252~ are based upon the Adult SWAN Rating scale. <br>Copyright (c) 2023 The General Hospital Corporation and Philip Asherson, used by permission. All Rights Reserved.	.
518	Autism Spectrum Quotient	0	1	Autism Spectrum Quotient <p> Questions in ~F32268~ to ~F32317~ are from The Autism Spectrum Quotient (AQ) used with the authors' permission. <p> Baron-Cohen S, Wheelwright S, Skinner R, Martin J, Clubley E. The autism-spectrum quotient (AQ): evidence from Asperger syndrome/high-functioning autism, males and females, scientists and mathematicians. Journal of Autism and Developmental Disorders. 2001 Feb;31(1):5-17 <p>Ruzich E, Allison C, Smith P. et al. Measuring autistic traits in the general population: a systematic review of the Autism-Spectrum Quotient (AQ) in a nonclinical population sample of 6,900 typical adult males and females. Molecular Autism. 2015; 6,2	
519	Emotional Dysregulation	0	1	Emotional Dysregulation <p> Questions in ~F32326~ to ~F32332~ are from The Affective Reactivity Index, used with the authors' permission. <p> Stringaris A, Goodman R, Ferdinando S, Razdan V, Muhrer E, Leibenluft E, Brotman MA. The Affective Reactivity Index: a concise irritability scale for clinical and research settings. Journal of child psychology and psychiatry, and allied disciplines. 2012; 53(11):1109-1117	
520	Sensory Perception Quotient-10 (SPQ-10)	0	1	Sensory Perception Quotient-10 (SPQ-10)<p> Questions in ~F32345~ to ~F32354~ are from the Sensory Perception Quotient-10, used with the authors' permission.<p> Greenberg DM, Warrier V, Allison C, Baron-Cohen S. Testing the Empathizing-Systemizing theory of sex differences and the Extreme Male Brain theory of autism in half a million people. Proceedings of the National Academy of Sciences. 2018; Nov 27;115(48):12152-12157	
521	Colour Fundus-derived Eye Measures	0	1	Quantitative features of the retina derived from colour fundus images of the eye by Yii et al., 2024 - ~P12059~. Image source for measurements can be found in ~L100016~. Please note that these fields have been derived separately from those in the other derived OCT categories such as Category 1081. Those wishing to use fields across different categories should proceed with additional caution.	
522	DXA-derived skeletal proportions	0	1	The methods for the derivation of data in this category can be found in ~P7719~	
523	Cardiac image-derived phenotype classifications	0	3	This category provides an alternative grouping of cardiac IDPs. It contains derived data from cardiac MRI. It includes fields that are in ~L157~, ~L162~, and ~L133~. Please note that the fields in ~L157~ and ~L162~ have been derived separately and should not be considered together without careful assessment of quality. <p>For more information on CMR IDPs, please refer to <a href="https://community.ukbiobank.ac.uk/hc/en-gb/articles/27830032450461-Cardiac-Magnetic-Resonance-Imaging-Derived-Phenotypes-CMR-IDPs">this article</a>.	
524	Heart function	0	3	Derived data describing cardiac functional performance.	
525	Heart strain metrics	0	3	Derived data describing myocardiac strain.	
526	Heart tissue composition and mapping	0	3	Derived data describing myocardial tissue characteristics.	
527	Heart vascular measures	0	3	Derived data describing vascular structure.	
528	Heart volume and size measurements	0	3	Derived data describing heart chamber volume and size.	
529	Heart wall thickness	0	3	Derived data describing myocardial wall thickness.	
530	FreeSurfer Longitudinal metrics	0	1	FreeSurfer Longitudinal metrics generated from T1-weighted scans.	T1-weighted scans from both timepoints were processed using the longitudinal stream in the FreeSurfer (v7.3.2) software from ~Ehttps://surfer.nmr.mgh.harvard.edu~. Segmented regions were derived based on the Desikan-Killiany Atlas. All processing was done on the King's College London Neuroimaging Analysis Network. For details, please see ~P14909~. <P>Note that these longitudinal measures differ from those provided under ~L110~, which are cross-sectional processing from a single timepoint.
531	FreeSurfer ASEG (long)	0	1	Data generated with FreeSurfer by subcortical volumetric segmentation (aseg) with the longitudinal processing option.	
532	FreeSurfer a2009s (long)	0	1	Data generated with FreeSurfer by parcellation of the white surface using Destrieux (a2009s) parcellation with the longitudinal processing option.	
533	FreeSurfer DKT (long)	0	1	Data generated with FreeSurfer by parcellation of the white surface using DKT parcellation with the longitudinal processing option.	
534	FreeSurfer BA exvivo (long)	0	1	Data generated with FreeSurfer by parcellation of the white surface using BA_exvivo parcellation with the longitudinal processing option.	
535	FreeSurfer desikan gw (long)	0	1	Data generated with FreeSurfer calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation with the longitudinal processing option.	
536	FreeSurfer desikan pial (long)	0	1	Data generated with FreeSurfer by parcellation of the pial surface using Desikan-Killiany parcellation with the longitudinal processing option.	
537	FreeSurfer desikan white (long)	0	1	Data generated with FreeSurfer by parcellation of the white surface using Desikan-Killiany parcellation with the longitudinal processing option.	
538	Cardiac 3D meshes	0	1	3D mesh models derived from cardiac MRI scans using an automated processing pipeline. <p>Biventricular surface meshes are constructed from automatic segmentation of the short- and long-axis cine images. Full methodological details are provided in <a href="https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0327158">Ugurlu et al. (2025)</a> and the associated <a href="https://github.com/cdttk/biv-volumetric-meshing/tree/plos2025">GitHub repository</a>.	
539	PANDORA	0	1	Population Archive of Neuroimaging Data Organised for Rapid Analysis PANDORA is an archive of the UK Biobank brain imaging data, containing all subjects' images output by the core UKB brain image processing pipeline.	For each different output from each modality (e.g., FA from dMRI), the images are collated into a single large subjectsXvoxels matrix. A supervoxel version of the data - much smaller than the original format, but in general losing no signal or spatial detail while also denoising, is also provided for each type of output. <p>Tar files are provided that include the subjectsXvoxels and the supervoxel matrix files for each output. These also include a subjectIDXs file. The subjectIDXs file links with the PANDORA.samples file, which is dispensed to RAP projects with sufficient tiers. <ul> <li> Project specific IDs are provided in the PANDORA.samples. <li> The subjectIDXs file provides the row numbers of the PANDORA.samples file which have data available in the respective tar file.
603	Water minerals	0	1	Water hardness classifications are provided based on United States Geological Survey and World Health Organization definitions of domestic water calcium carbonate concentration. The results were obtained from freedom of information requests to local water supply companies across England, Scotland, and Wales. Postcodes were assigned to participant-visit instances based on approximate location (rounded to nearest km) and the assigned postcodes were used as a link to surveyed locations. <p> Data for baseline visits were derived from survey results for 2005. Data for repeat assessment and imaging visits were derived from survey results from 2013. The survey year for a particular result has been provided as a separate instanced data field, and can be used as an additional QC variable. <p> For measures relating to non-baseline visits - First repeat assessment visit (2012-13), or Imaging visit (2014+) - in most cases the address used to map to the water hardness surveys was from a single visit (either instance 1, or instance 2). For approximately 5,900 cases where a partipant had both instance 1 and instance 2 visits, and additionally did not move address between these visits, the results have been assigned to their repeat assessment visit (instance 1). <p> Data in this category were provided by the University of Melbourne. Methods used to derive these results are outlined in: <p> Lopez DJ, Singh A, Waidyatillake NT, Su JC, Bui DS, Dharmage SC, Lodge CJ, Lowe AJ. The association between domestic hard water and eczema in adults from the UK Biobank cohort study. Br J Dermatol. 2022 Nov;187(5):704-712. doi: ~Ehttps://doi.org/10.1111/bjd.21771~.	
701	Socio-demographics	0	2	Socio-demographics	
702	Home location - 1km coordinates	0	2	Grid coordinates for home locations using the Ordnance Survey (OSGB) reference, floored to the nearest kilometre and nearest 10 kilometre. <br> <br> Please note that requesting access to grid coordinate data in this category <b>will preclude access to the census/administrative area fields</b> in ~L703~, due to the risk of reidentification. Researchers should carefully assess whether they require grid coordinate data or census/administrative area data for home locations before requesting access.	For most purposes, grid co-ordinates floored to a 1km/10km distance will provide sufficient information on home locations. Research proposals that require location details to a finer level of granularity (i.e. 100m) can request these fields instead, however special approval will be required to release the more detailed information. <br> <br> It should be noted that grid coordinates for home locations in low population density areas are redacted, i.e. encoded as -997 in ~C2535~. A home location is marked as being within a low population density area, and redacted, if fewer than 50 individuals live within a 1km^2 circular area centred on that location. In place of these redacted 1km home location fields, unredacted 10km home location fields are provided. It is recommended that researchers combine the two sets of fields to get a complete dataset, if they wish to do so.
703	Home location - census and administrative areas	0	2	Census and administrative areas for home locations including Lower layer Super Output Areas (LSOAs), Middle layer Super Output Areas (MSOAs), and Local Authority Districts, with their (approximate) equivalents for Scotland. For more information about the data and the sources it was derived from, see ~R1406~. <br> <br> Please note that requesting access to the census/administrative area data in this category <b>will preclude access to grid coordinate fields</b> in ~L702~, due to the risk of reidentification. Researchers should carefully assess whether they require grid coordinate data or census/administrative area data for home locations before requesting access.	For most purposes, LSOA or higher-level data will provide sufficient information on home locations. Research proposals that require location details to a finer level of granularity (i.e. Output Areas) can request these fields instead, however special approval will be required to release the more detailed information.
704	Lifestyle	0	2	Lifestyle	
705	Family history	0	2	Family history	
706	Physical measures	0	2	Physical measures	
708	Early life and reproductive factors	0	2	Reproductive factors	
709	Cognitive function	0	2	Cognitive function	
711	Geographical measures	0	2	Geographical measures	
713	Health outcomes	0	2	Health records: death, cancer and summary hospital data	
715	Imaging measures 	0	2	Imaging measures 	
716	Genotype results, process and QC	0	2	Genotype results, process and QC	
717	Biomarkers	0	2	Biomarkers	
718	Procedural metrics	0	2	Procedural metrics	
720	Brain MRI scans	0	3	Brain MRI scans	
721	Cardiac MRI scans	0	3	Cardiac MRI scans	
722	Abdominal MRI scans	0	3	Abdominal MRI scans	
723	DXA images	0	3	DXA images	
724	Carotid ultrasound images	0	3	Carotid ultrasound images	
725	OCT scans	0	3	OCT scans	
726	ECG and cardiac monitor	0	3	ECG and cardiac monitor	
727	Acceleromoter data	0	3	Acceleromoter data	
728	Genome sequencing	0	3	Genome sequencing	
989	Wave 7 symptoms questionnaire	0	1	This data-fields in this category contain responses to the COVID-19 symptoms questionnaire, which was administered to participants who took part in wave 7 of the coronavirus serology study. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Symptoms questionnaire data for wave 7 can be accessed from ~D2085~.	
990	Wave 7 sample processing	0	1	The data-fields in this category relate to the processing of blood samples collected from participants who took part in wave 7 of the coronavirus serology study. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Data relating to the processing of blood sample for wave 7 can be accessed from ~D2067~.	
991	Waves 1-6 exposure questionnaire	0	1	This data-fields in this category contain responses to the COVID-19 exposure questionnaire, which was administered <b>once at the end of the six month study period</b> to participants who took part in waves 1-6 of the coronavirus serology study. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Exposure questionnaire data for waves 1-6 can be accessed from ~D2066~.	
992	Waves 1-6 symptoms questionnaire	0	1	The data-fields in this category contain responses to the COVID-19 symptoms questionnaire, which was administered monthly to participants who took part in waves 1-6 of the coronavirus serology study. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Symptoms questionnaire data for waves 1-6 can be accessed from ~D2064~	
993	Waves 1-6 sample processing	0	1	The data-fields in this category relate to the processing of blood samples collected from participants who took part in waves 1-6 of the coronavirus serology study. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Data relating to the processing of blood samples for waves 1-6 can be accessed from ~D2063~.	
994	Coronavirus serology study wave 7	0	1	This category contains data collected during wave 7 of the coronavirus serology study, which ran between November 2021 and February 2022. <p>Approximately twelve months after the sixth sample collection of the coronavirus serology study (~L995~), an additional blood sample was requested from the same participants to allow for a comparative assessment of evidence of past SARS-CoV-2 infection since wave six of the study. Participants were also asked to complete a short online questionnaire about what symptoms they had experienced over the previous year. <p>Further information about the study can be found in ~R4450~. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Population characteristics, including data on sex, year of birth, ethnic background and home location (grid co-ordinates) can be accessed from ~D2061~. The Returns Catalogue entries containing symptom questionnaire data and sample processing data collected during wave 7 of the study are detailed in the descriptions for ~L989~ and ~L990~ respectively.	
995	Coronavirus serology study waves 1-6	0	1	This category contains data collected during waves 1-6 of the coronavirus serology study, which ran between May and November 2020, and comprised approximately 10,000 existing UK Biobank participants, and 10,000 adult children or grandchildren of UK Biobank participants. <p> The study involved collecting monthly blood samples from participants for a period of six months, with the aim of enabling an assessment of the extent of previous infection with SARS-CoV-2. Participants were also asked to complete a short questionnaire with each sample about what symptoms they had been experiencing over the past month, and at the end of the study they were asked to complete an online questionnaire about what potential risk factors they had been exposed to between March and December 2020. <p> Further information about the study can be found in ~R4400~. <p> Note that data collected from the children and grandchildren of UK Biobank participants have been made available from the Returns Catalogue. Population characteristics, including data on sex, year of birth, ethnic background and home location (grid co-ordinates) can be accessed from ~D2061~. The Returns Catalogue entries containing exposure questionnaire data, symptom questionnaire data and sample processing data collected during waves 1-6 of the study are detailed in the descriptions for ~L991~, ~L992~ and ~L993~ respectively.	
996	GP records for Covid Research	0	1	The items within this category were made available as a temporary measure, under the Government's Control of Patient Information (COPI) notice, to assist researchers who were engaged in work related to COVID-19. The COPI notice has since expired; no further primary care data will be received by UK Biobank for the specific purpose of COVID-19 research, and these data can no longer be requested or downloaded by researchers.	
997	Coronavirus infection study	0	1	This study aimed to enable research into the impact of SARS-CoV-2 infection on subsequent health outcomes (i.e. 'long COVID'). <p> The UK Biobank self-test antibody study (see ~L998~) used antibody lateral flow tests (LFTs) for home testing which did not distinguish between antibodies produced following infection and those produced following vaccination. In order to identify those vaccinated individuals with a positive LFT result who have been previously infected with SARS-CoV-2, laboratory assay of specific (i.e. nucleocapsid) antibodies was required. Unlike spike antibodies that are produced following both infection and vaccination (and which the LFT detects), nucleocapsid antibodies are only produced in response to infection. This follow-on study therefore involved asking consented eligible participants to collect a capillary blood sample and post it to a laboratory for analysis. <p> For more detailed information see ~R4600~ for the Overview document describing the coronavirus infection study.	
998	Self-test antibody study	0	1	The data-fields in this category relate to the COVID-19 test results and self-reported vaccination dates of participants who took part in the coronavirus self-test antibody study.	
999	COVID-19 sub-studies	0	1	This category and the ones below it contain data specifically related to the COVID19 pandemic.	
1001	Primary demographics	0	0	Main demographic fields likely to be of interest to researchers	
1002	Early life	0	0	Main early-life fields likely to be of interest to researchers	
1003	Self-reported medical conditions	0	0	Main self-reported medical condition fields likely to be of interest to researchers	
1004	Diet and alcohol summary	0	0	Main diet fields likely to be of interest to researchers	
1005	Cognitive function summary	0	0	Main cognitive function fields likely to be of interest to researchers	
1006	Physical measure summary	0	0	Main physical measurement fields likely to be of interest to researchers	
1007	Education and employment	0	0	Education and occupation fields	
1008	Physical activity measurement	0	1	Physical activity measurement recorded via a wrist-worn accelerometer.<p>Main data collection (for 100,000 participants) was between June 2013 and January 2016. In 2018, a subset of participants was asked to repeat the exercise up to four times each on a quarterly basis to examine the influence of seasonal effects on the measurements. These seasonal repeats are currently ongoing. <p> Additional information is given in ~R169649~.	
1009	Acceleration averages	0	1	Average accelerations measured during wearing of activity monitor. Note that the device truncated any values exceeding +/- 8 gravitites.	
1010	Acceleration intensity distribution	0	1	Measurements of the time during which acceleration was at or below various threshold values.	
1011	Accelerometer wear time duration	0	1	Estimates of the amount of time (duration) participants spent wearing the accelerometer device.	
1012	Accelerometer calibration	0	1	Accelerometer calibration metrics.	
1013	Raw accelerometer statistics	0	1	Raw accelerometer statistics	
1014	Brain MRI	0	0	Main brain MRI fields likely to be of interest to researchers.	
1015	Heart MRI	0	0	Main heart MRI fields likely to be of interest to researchers.	
1016	Main abdominal MRI fields likely to be of interest to researchers.	0	0	Abdominal MRI	
1017	Genomics	0	0	Main genomics fields likely to be of interest to researchers.	
1018	Mental health	0	0	Main mental health fields likely to be of interest to researchers.	
1019	Linked health outcomes	0	0	Main linked health outcomes fields likely to be of interest to researchers.	
1020	Derived accelerometry	0	1	Derived phenotypes from wrist-worn accelerometers. For methodology see: <br> Walmsley, R., Chan, S., Smith-Byrne, K. et al. <br> Reallocation of time between device-measured movement behaviours and risk of incident cardiovascular disease. <br> British Journal of Sports Medicine, 56:1008-1017 (2022). ~P5649~ <br> Also, see ~Ehttps://github.com/OxWearables/biobankAccelerometerAnalysis~ <br> <br> Please use the fields in ~L1011~ to quality control participants for completeness of the accelerometry recording period and the related data fields for the corresponding proportion for the other activity levels. Where data was missing for a participant, the value was imputed from the available data as outlined in ~D2040~. Please see ~P5649~ for more details.	
1039	Food (and other) preferences	0	1	Food (and other) preferences <p> The OQS website includes a working demonstration of the questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=20~.	
1080	Retinal grading derived OCT	0	1	Manually graded qualitative features of the retina derived from retinal optical coherence tomography scans and fundus images by Warwick et al, as desribed in ~P10655~. Image sources for measurements can be found in ~L100016~. <br> Please note that these fields have been derived separately from those in the other derived OCT categories such as ~L1081~. Those wishing to use fields across different categories should proceed with additional caution.	
1081	Extended derived OCT measures	0	1	Quantitative features of the retina derived from retinal optical coherence tomography images by Han et al , as described in ~P5008~, available as ~R955~. Image source for measurements can be found in ~L100016~. <br> Please note that these fields have been derived separately from those in the other derived OCT categories such as Category 1100079. Those wishing to use fields across different categories should proceed with additional caution.	
1101	Regional grey matter volumes (FAST)	0	1	Regional grey matter volumes (FAST)	
1102	Subcortical volumes (FIRST)	0	1	Subcortical volumes (FIRST	
1306	Refractometry	0	1	Refractometry was carried out in two phases: an initial set of measurements was made on part of the cohort during the recruitment phase and during the repeat visit in 2012 (Category 100014). A second set of measurements were made during the re-imaging visit towards the end of 2022 (Category 1419). Different devices were used to acquire measures in these different periods and data is therefore presented separately.	
1307	Infectious Disease Antigens	0	1	Measured levels of antigens for selected infectious diseases.	
1358	Broken letter recognition	0	1	Participants are shown a series of letters of the alphabet with segments removed and are asked to identify which letter is being displayed. As the test progresses the letters are progressively degraded by removing pixels to produce fragmented/broken images. The test concludes when either the degree of fragmentation becomes so great that the participant is unable to identify most of the letters or a time-out threshold is reached. <p> Since its first use in UK Biobank the test has been renamed and is now known as the Graded Incomplete Letters Test (GILT). <p> The OQS website includes a working demonstration of the questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=85~.	.
1419	Refractometer 2	0	1	The measurements in this category were acquired towards the end of 2022, using a NIDEK HandyRef-K device. From this point, measurements were acquired from participants attending first or a repeat visits. The data includes whether the measurement was made, and the test results for refractometry (Sphere, Cylinder, Axis, Pupil diameter) and keratometry (corneal refraction and astigmatism) for each eye.	
1500	Mental well-being	0	1	Results of the on-line mental well-being questionnaire <p> Please note that some of the questions in this questionnaire are from validated scales, and UK Biobank has used them with permission from the author or licence holder as detailed in the separate categories below. If you wish to use these questions in your own research, you must contact the relevant author or licence holder to ensure that you have their permission before using the questions in your own study.	
1501	Mental health	0	1	Mental health reported within the on-line mental well-being questionnaire	
1502	Depression	0	1	Depression reported within the on-line mental well-being questionnaire	
1503	Mood changes	0	1	Mood changes reported within the on-line mental well-being questionnaire	
1504	Anxiety and panic	0	1	Anxiety and panic reported within the on-line mental well-being questionnaire	
1505	Adverse life events	0	1	Adverse life events reported within the on-line mental well-being questionnaire <p> Questions in data fields 29076 - 29080 are adapted from the Childhood Trauma Screener - 5 item (CTS-5) with the author's permission. <p>Grabe HJ, Schulz A, Schmidt CO, et al. Ein Screeninginstrument f&uuml;r Missbrauch und Vernachl&auml;ssigung in der Kindheit: der Childhood Trauma Screener (CTS) [A brief instrument for the assessment of childhood abuse and neglect: the childhood trauma screener (CTS)]. Psychiatrische Praxis 2012 Apr;39(3):109-115.	
1506	Alcohol use	0	1	Alcohol use reported within the on-line mental well-being questionnaire	
1507	Cannabis use	0	1	Cannabis use reported within the on-line mental well-being questionnaire	
1508	Harm behaviours	0	1	Harm behaviours reported within the on-line mental well-being questionnaire	
1509	Eating patterns	0	1	Eating patterns reported within the on-line mental well-being questionnaire	
1510	General health	0	1	General health reported within the on-line mental well-being questionnaire <p> Questions in data fields 29150 - 29155 are taken from the EQ-5D-5L and used under licence. &copy; EuroQol Research Foundation. EQ-5D&trade; is a trade mark of the EuroQol Research Foundation. <p> EuroQol Group. EuroQol--a new facility for the measurement of health-related quality of life. Health Policy. 1990;16(3):199-208.	
1511	COVID-19	0	1	COVID-19 reported within the on-line mental well-being questionnaire	
1512	Social situation	0	1	Social situation reported within the on-line mental well-being questionnaire <p> Questions in data fields 29175 - 29180 are from the Brief Resilience Scale, used with the author's permission. <p> Smith BW, Dalen J, Wiggins K, Tooley E, Christopher P, Bernard J. The brief resilience scale: assessing the ability to bounce back. International Journal of Behavioral Medicine. 2008;15(3):194-200.	
1513	General well-being	0	1	General well-being reported within the on-line mental well-being questionnaire	
1712	First occurrences	0	1	This category contains data showing the 'first occurrence' of any code mapped to 3-character ICD-10. <br> <br>The data-fields have been generated by mapping: <ul> <li>Read code information in the Primary Care data (~L3000~), </li> <li>ICD-9 and ICD-10 codes in the Hospital inpatient data (~L2000~), </li> <li>ICD-10 codes in Death Register records (~F40001~, ~F40002~), and </li> <li>Self-reported medical condition codes (~F20002~) reported at the baseline or subsequent UK Biobank assessment centre visit</li> </ul> to 3-character ICD-10 codes. <br> <br> For each code two data-fields are available: <ul> <li> the date the code was first recorded across any of the sources listed above</li> <li> the source where the code was first recorded, and information on whether the code was recorded in at least one other source subsequently </li> </ul> The data-fields are grouped by ICD-10 chapter in sub-categories 2401-2417. <br> <br> Details of the mapping process, construction of these variables and caveats related to their use can be found in ~R593~.	Preparation of these values involved codes from several classification schemes mapped to 3-character ICD10. For details of the mappings used see ~C609~, ~C1834~, ~C1835~ and ~C1836~.
1838	Proteomics	0	1	Proteomics	
1839	Protein biomarkers	0	1	~F30900~ in this category grants access to the normalised protein expression (NPX) data made available in the olink_data table via the Data Portal.<p> When selected in a basket, a column is included in the unpacked main dataset indicating the number of protein biomarkers that are available for each participant-instance.<p> The Data Portal table lists the NPX result for each assayed protein per participant-instance. ~C143~ provides an indexed name and description for each assay in the dataset.<p> Additional QC variables can be joined to these data via resource datasets, for example by using the values for sample plate, protein ID, and visit instance. These generic datasets can be downloaded through the resources section of this category and are provided in machine-readable format.<p> For further details regarding data preparation and usage, please see ~R4654~, ~R4655~, ~R4656~, ~R4657~, and ~R4658~ - also accessible through the resources section of this category.<p> Details regarding the first phase of the UK Biobank Pharma Proteomics Project can be found in the following whitepaper: ~Ehttps://doi.org/10.1101/2022.06.17.496443~.	
2000	Hospital inpatient	0	1	This category contains data on hospital inpatient admissions, obtained through linkage to external data providers. Inpatients are defined as persons who are admitted to hospital and occupy a hospital bed. This includes both admissions where an overnight stay is planned and day cases. <br> <p>Hospital inpatient data are available to researchers in two formats: summary and record-level. Detailed explanations of the how the data was collected and the data formats available can be found in the Resources tab below, in particular in the overview of the Inpatient data (~R138483~) and the Hospital Inpatient Data Dictionary (~R141140~). <br> <br> <br> <b>Summary fields - Diagnoses & Operations</b> <br> <p>UK Biobank has created summary fields based on the record-level data that provide the first date of any given diagnosis or operation code appearing in each participant's inpatient record. <p>For diagnoses, there are separate fields for each of ICD-9 & ICD-10 and for both the main diagnosis position and for either main or secondary position. (See ~L2002~ below.) <p>There are similar fields for operations/procedures, for each of OPCS-3 and OPCS-4, both for the main procedure position or any position in the data. (See ~L2005~ below.) <p>For projects needing only information about diagnoses and operations/procedures and their first known occurrence dates these Summary fields should be sufficient and are simpler to work with than the record-level data. <br> <br> <br> <b>Other Summary fields</b> <br> <p>There are also other summary fields relating to administration, maternity and psychiatry (~L2001~, ~L2003~ and ~L2004~ respectively) with each summary field providing an overview of the amount and type of data stored across all inpatient records for that data field for each participant. <p>These summary fields are not, of themselves, particularly useful for research purposes, but are provided to illustrate the quantity and type of data available in the corresponding record-level tables via the Data Portal. <br> <br> <br> <b>Record-level inpatient data</b> <br> <p>A rawer form of the data is available, which consists of seven interrelated database tables: HESIN, HESIN_DIAG, HESIN_OPER, HESIN_CRITICAL, HESIN_PSYCH, HESIN_MATERNITY and HESIN_DELIVERY. These are explained in detail in the overview of the Inpatient data (~R138483~) and the Hospital Inpatient Data Dictionary (~R141140~) below. <p>Due to its size and complexity the record-level inpatient data is accessed via the online Data Portal (via a project's Download page). Access is granted to each table by adding the appropriate field from ~L2006~ to a researcher basket. <br> <br> <p><i>Researcher publications should use the following citation where data from NHS England has been used: "This work uses data provided by patients and collected by the NHS as part of their care and support." </i>	This data is large and complex and we advise you to read the explanatory documentation provided in the Additional Resources tab for details on how these data are presented and made accessible. <p> Information about the temporal coverage of the in-patient data from each data provider, along with suggested censoring dates can be found on the ~XData_providers_and_dates~Data Providers and Dates~ page.
2001	Summary Administration	0	1	This category contains summary fields relating to hospital admissions and discharges, including dates and other administrative aspects of the admission. Each data-field lists for each participant all the distinct values for that data-field in the hospital inpatient data. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2002	Summary Diagnoses	0	1	This category contains summary fields relating to diagnoses made during hospital inpatient admissions. The diagnosis data-fields list, for each participant, all the distinct values for that data-field in the inpatient data, including main and secondary diagnoses, coded according to the International Classification of Diseases (ICD-9 & ICD-10). <p> Most data-fields in this category have a corresponding field showing the date each diagnosis code was first recorded in the inpatient data. The date given is the episode start date (the EPISTART field on the HESIN table) or, if this was missing, the admission date (the ADMIDATE field on the HESIN table). <p>These fields are supplied as part of a main UK Biobank dataset. <p>See the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields and the record-level tables from which they are derived.	
2003	Summary Maternity	0	1	This category contains summary fields relating to maternity-related admissions. Each data-field lists for each participant all the distinct values for that data-field in the inpatient data. Fields in this category are only available for inpatient admissions in England. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2004	Summary Psychiatric	0	1	This category contains summary fields relating to psychiatric admissions. Each data-field lists for each participant all the distinct values for that data-field in the inpatient data. Fields in this category are only available for inpatient admissions in England and Scotland. <p>These fields are supplied as part of a main UK Biobank dataset. <p>To conduct detailed analyses of these aspects of the hospital inpatient data, researchers will require access to the record-level data in ~L2006~.	
2005	Summary Operations	0	1	This category contains summary fields relating to operations and procedures performed during hospital inpatient admissions. The operations/procedures data-fields list for each participant all the distinct values for that data-field in the inpatient data coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures (OPCS-3 & OPCS-4). <p>Most data-fields in this category have a corresponding field showing the date each code was first recorded in the inpatient data. Please note that we have opted to populate this data-field with the episode start date (EPISTART in the HESIN table) or, if that was missing, the admission start date (ADMIDATE in the HESIN table) rather than use the operation date (OPDATE in the HESIN_OPER table). The rationale for this was: <ul> <li>around 1 in 5 primary procedures lacked a corresponding value for OPDATE in HESIN_OPER;</li> <br> <li>some recorded OPDATEs were inconsistent with the other date fields such as EPISTART, ADMIDATE, EPIEND and DISDATE (most likely due to data entry errors);</li> <br> <li>for those episodes with a value for OPDATE recorded the majority were the same as the value of EPISTART, with around 99% of OPDATE values within 7 days of the value of EPISTART;</li> <br> <li>values of EPISTART/ADMIDATE are more complete and thus may provide greater consistency across data providers.</li> </ul> <p>These fields are supplied as part of a main UK Biobank dataset. <p>See the Operations tab of the Hospital Inpatient Data Dictionary (~R141140~) for further information about these fields.	
